symbol,date,industry,market_cap,pe_ttm,pb,source
301291,2026-08-31,,10471000000.0,28.37,2.06,tencent.quote
513050,2026-08-31,,37024000000.0,,0.0,tencent.quote
561380,2026-08-31,,4652000000.0,,0.0,tencent.quote
561760,2026-08-31,,217000000.0,,0.0,tencent.quote
562590,2026-08-31,,9286000000.0,,0.0,tencent.quote
600110,2026-08-31,其他电子,20874000000.0,-169.48,3.48,tencent.quote+sina.sw_industry
600166,2026-08-31,商用载货车,22960000000.0,15.39,1.45,tencent.quote+sina.sw_industry
600172,2026-08-31,磨具磨料,20854000000.0,-23.89,61.71,tencent.quote+sina.sw_industry
600176,2026-08-31,玻纤,175858000000.0,38.81,5.3,tencent.quote+sina.sw_industry
600188,2026-08-31,煤炭开采,237069999999.99997,20.93,3.08,tencent.quote+sina.sw_industry
600498,2026-08-31,通信传输设备,57667999999.99999,168.59,3.28,tencent.quote+sina.sw_industry
600645,2026-08-31,生物制品,9027000000.0,77.08,2.41,tencent.quote+sina.sw_industry
601058,2026-08-31,轮胎,49979000000.0,12.98,2.21,tencent.quote+sina.sw_industry
601118,2026-08-31,其他种植业,27773000000.0,-483.33,2.92,tencent.quote+sina.sw_industry
601133,2026-08-31,,13481000000.0,64.91,4.41,tencent.quote
601208,2026-08-31,其他塑料制品,52721000000.0,129.59,8.55,tencent.quote+sina.sw_industry
603011,2026-08-31,机械设备,13250000000.0,-45.29,7.13,tencent.quote+sina.sw_industry
603026,2026-08-31,化工,14602000000.000002,27.98,2.7,tencent.quote+sina.sw_industry
603200,2026-08-31,环保工程及服务,7430000000.0,-309.14,6.84,tencent.quote+sina.sw_industry
603318,2026-08-31,其它专用机械,5580000000.0,247.18,2.91,tencent.quote+sina.sw_industry
603466,2026-08-31,装修装饰,7067000000.0,121.02,3.33,tencent.quote+sina.sw_industry
603533,2026-08-31,移动互联网服务,9915000000.0,-149.2,4.36,tencent.quote+sina.sw_industry
603613,2026-08-31,互联网信息服务,13604000000.0,10.25,1.39,tencent.quote+sina.sw_industry
603650,2026-08-31,其他化学制品,38812000000.0,64.61,9.24,tencent.quote+sina.sw_industry
603893,2026-08-31,集成电路,82340000000.0,60.2,16.73,tencent.quote+sina.sw_industry
603929,2026-08-31,建筑装饰,35271000000.0,28.87,14.77,tencent.quote+sina.sw_industry
603936,2026-08-31,印制电路板,11836000000.0,-143.34,2.78,tencent.quote+sina.sw_industry
688008,2026-08-31,集成电路,250148999999.99997,81.38,11.75,tencent.quote+sina.sw_industry
688017,2026-08-31,机械基础件,55089000000.0,390.54,15.44,tencent.quote+sina.sw_industry
688019,2026-08-31,半导体材料,54577000000.0,58.07,11.18,tencent.quote+sina.sw_industry
688031,2026-08-31,软件开发,13566999999.999998,-63.09,18.1,tencent.quote+sina.sw_industry
688146,2026-08-31,,137615000000.0,266.91,22.91,tencent.quote
688158,2026-08-31,IT服务,14309000000.0,-288.63,5.81,tencent.quote+sina.sw_industry
688207,2026-08-31,集成电路,4628000000.0,-22.96,1.88,tencent.quote+sina.sw_industry
688257,2026-08-31,金属新材料,20385000000.0,29.52,7.1,tencent.quote+sina.sw_industry
688531,2026-08-31,其它专用机械,22686000000.0,102.53,6.61,tencent.quote+sina.sw_industry
688598,2026-08-31,非金属新材料,7566000000.0,-6.03,1.99,tencent.quote+sina.sw_industry
688667,2026-08-31,汽车零部件,4767000000.0,30.3,2.63,tencent.quote+sina.sw_industry
688702,2026-08-31,通信传输设备,159900000000.0,-1111.8,71.05,tencent.quote+sina.sw_industry
688825,2026-08-31,集成电路,3937957000000.0,48.13,19.59,tencent.quote+sina.sw_industry
