archive_time,date,open,close,high,low,volume,turnover,amount,symbol,振幅,涨跌幅,涨跌额,industry,market_cap,pe_ttm,pb,ret_5,ret_20,ret_60,ret_120,daily_return,vol_20,sma_20_ratio,sma_60_ratio,volume_ratio_20,obv,obv_slope_20,amount_log,market_cap_log,earnings_yield,book_to_price,amount_ma20,rsi_14,macd_pct,signal_pct,atr_pct_14,vwap_dev,body_pct,close_position,upper_shadow_pct,lower_shadow_pct,bollinger_pctb,money_flow_20,entry_open,exit_open,entry_gap_return,entry_volume,future_return,future_market_return,future_excess_return,future_industry_return,future_industry_excess_return,model_raw,model_score,technical_score,volume_price_score,candle_score,sentiment_score,sentiment_source,news_count,composite_score,odds_sample_count,odds_win_rate,odds_avg_gain,odds_avg_loss,odds_reward_risk,odds_expected_return,credibility_score,credibility_grade,credibility_strategy,credibility_conditional,credibility_stability,credibility_agreement,rank,rank_change,run_id
2026-09-16 00:46:36,2026-09-15,24.56,25.3,25.3,24.56,6055200.0,0.0245,141441100.0,002882,,,,线缆部件及其他,10519000000.0,133.72,4.98,-0.0361904761904762,0.0784313725490195,0.099521946979574,-0.1417910447761193,0.0919292188174363,0.7099316075709056,0.0289572149015779,0.1258621968404658,0.5711883851117132,2255314472.0,0.0341776370560121,18.76739394104277,23.07644898270355,0.0074783128926114,0.2008032128514056,334899040.66550004,54.93329617933807,0.0156421916371903,0.0238351414111522,0.0484754376058724,0.0098456625864822,1.0,1.0,0.0,0.0,0.6489218803787451,0.0121498717486055,,,,,,,,,,0.0249891525554513,96.7032967032967,75.43956043956044,68.24175824175825,76.40109890109889,50.0,无新闻/中性,3,78.99450549450547,1966,0.4669379450661241,0.1146772271263471,0.0708883311814044,1.617716558073376,0.0157592692898651,45.81378810865152,低,27.784531322297926,0.0,100.0,83.18952474641425,1,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,51.07,49.92,51.87,49.89,19312500.0,0.05,335499400.0,605277,,,,线缆部件及其他,6594000000.0,26.34,3.74,0.0458830923947204,0.1289009497964721,-0.028793774319066,-0.0476917207172834,-0.0405535268114549,0.6167941396042805,0.0340756084930089,0.0658885073219337,1.0660971982551612,546322036.0,0.1059812413551,19.631130728979485,22.60942598159595,0.037965072133637,0.267379679144385,309761140.0,54.83883648097551,0.0305345926850853,0.0263146144307635,0.0494934752747252,-0.0126582278481012,0.580808080808081,0.0151515151515157,0.4040404040404032,0.0151515151515157,0.6374511534366231,0.0103187300704107,,,,,,,,,,0.0260071381869801,97.8021978021978,79.01098901098901,65.87912087912088,30.32967032967033,55.48640865634246,关键词新闻评分,8,75.74094855794193,1236,0.4919093851132686,0.1199177035541414,0.0734667914924349,1.6322708684847038,0.0216608565563663,43.0359083402932,低,27.784531322297926,0.0,99.98805542283804,64.68625239357473,2,+1,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,28.1,27.56,28.25,27.47,36463000.0,0.0174,312190300.0,002739,,,,影视动漫,17866000000.0,-101.09,2.49,-0.0264924055104203,-0.0306014773126979,0.0325964780816785,-0.1103938024531956,-0.0202630643441166,0.2748452215211644,-0.0015216288674733,-0.0543832561331273,1.074516815863276,2382179274.0,0.0420773274062487,19.55912349893907,23.60616530222606,,0.4016064257028112,478338368.4345,45.06457079647418,-0.0080679982616523,-0.0119196310110189,0.0263580758863778,-0.0072046109510087,0.6923076923076947,0.115384615384615,0.1923076923076902,0.115384615384615,0.4884277066897159,-0.0035481598498467,,,,,,,,,,0.0089103494607655,86.81318681318682,73.95604395604396,60.71428571428571,59.010989010989015,64.18181818181819,关键词新闻评分,9,73.33576423576424,1761,0.416808631459398,0.0884786727457534,0.0704008425170671,1.256784288118479,-0.0041784891934383,46.59826124939668,低,27.784531322297926,0.0,99.97611084567606,88.45119789048059,3,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,30.05,31.75,32.06,29.6,12925700.0,0.113,214508500.0,003001,,,,其他专业工程,2838000000.0,-105.81,2.45,0.0365654587006203,-0.0413647342995168,0.1339285714285714,-0.0410752038659015,0.0565723793677204,0.4246994865000181,0.0443907172579398,0.0110016080498018,6.280209878349327,-190725355.0,0.0031631433934905,19.183859927248665,21.766365415684263,,0.4081632653061224,89850580.6375,52.275234349379154,-0.0186955229240562,-0.0233716487851436,0.0273565804274465,0.0196981051279305,0.6910569105691051,0.8739837398373975,0.1260162601626025,0.1829268292682923,1.0550007822068002,-0.0025114109756871,,,,,,,,,,5.702903427273752e-17,68.13186813186813,78.35164835164835,78.07692307692308,84.23076923076923,50.0,无新闻/中性,4,72.47252747252746,1293,0.4586233565351895,0.1208719118640578,0.0893578454018968,1.352672631266152,0.0070584315189934,43.71364961992088,低,27.784531322297926,0.0,86.99235547061635,86.53212752738823,4,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,68.54,69.37,69.51,68.14,25751400.0,0.0078,354648300.0,601058,,,,轮胎,50505000000.0,13.11,2.23,-0.0373300027754648,0.005653812699333,0.1672555948174323,0.074171570145556,0.0147747220596841,0.3493482866743894,-0.0276892025425569,0.0271533524013058,0.6407080795365357,2996411535.0,0.0845123361690382,19.68663715496224,24.64533817822756,0.07627765064836,0.4484304932735426,586519665.0,46.40615645875457,0.0060162327450603,0.0153673669124382,0.0321567577586029,0.0052651917689112,0.6058394160583909,0.8978102189781021,0.1021897810218978,0.2919708029197112,0.3134662608173313,0.0015270321824229,,,,,,,,,,5.2041704279304207e-17,64.28571428571429,79.34065934065934,67.19780219780219,86.64835164835165,59.0,关键词新闻评分,10,70.33956043956044,1971,0.5560629122272958,0.0923081442475439,0.0644352255381393,1.432572687945454,0.0227239491372075,45.98652463873273,低,27.784531322297926,0.0,96.78690874343047,88.6252232890484,5,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,24.99,24.28,25.21,24.21,21689100.0,0.0494,515824300.0,603533,,,,移动互联网服务,10534000000.0,-158.51,4.63,-0.0448465774980331,0.0946798917944093,0.0635129215943934,-0.0311252992817238,-0.0256821829855538,0.6672809124721478,0.0356152697803369,0.1080686381891202,0.6792960209265682,1111010066.0,-0.0106954341503983,20.061276763523903,23.077873958007608,,0.2159827213822894,757268090.0,53.64882758655274,0.0319080611254668,0.0290460185861298,0.0591903977406448,-0.0116689280868385,0.7099999999999973,0.0700000000000002,0.2200000000000024,0.0700000000000002,0.6130295102685546,0.0114808760376869,,,,,,,,,,0.0087150238859229,85.71428571428571,79.17582417582418,50.27472527472527,49.45054945054945,51.267605633802816,关键词新闻评分,10,69.92071660733633,1958,0.4305413687436159,0.1551882218635878,0.0987223437653723,1.5719665472328597,0.0105966586989858,43.31485910024205,低,27.784531322297926,0.0,95.71189679885332,72.24746895854673,6,+2,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,51.72,54.88,55.82,51.72,60076200.0,0.1215,1619059400.0,603011,,,,机械设备,11965000000.0,-40.9,6.44,0.0311912814731305,0.0635658914728682,-0.2289969092441697,0.2967863894139886,0.0473282442748093,0.7836515546302462,0.0742248668963356,0.111703815742385,1.179200322848098,4511837732.0,0.0226566023108719,21.205111200900905,23.20525155830675,,0.15527950310559,1295419140.0,59.07399456288365,0.030895641186336,0.0296339596418892,0.0661443148688046,0.013668267454747,0.7707317073170739,0.7707317073170739,0.2292682926829262,0.0,0.81628932888145,0.0093106558281926,,,,,,,,,,0.0003583080170011,72.52747252747253,64.61538461538463,79.78021978021978,65.08241758241758,51.901955000865385,关键词新闻评分,8,69.1929427528338,1964,0.5336048879837068,0.1353900164251299,0.0962687059959885,1.4063761948848834,0.0273455206319809,37.87967630339183,低,27.784531322297926,0.0,55.506450071667466,89.62017928245973,7,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,97.36,94.62,98.22,94.4,591646.0,0.0112,55740700.0,688667,,,,汽车零部件,4664000000.0,29.65,2.57,-0.0136557906807046,-0.0502860584161396,-0.256073590691092,-0.0356706074194863,-0.0108718377587287,0.4807091429574897,0.0183994274059444,-0.048201840491826,0.8272828876360049,33394504.0,0.0438292256894517,17.836221156185857,22.2631392859946,0.0337268128161888,0.3891050583657587,65317495.0,50.836362557996885,0.0051551602821111,-0.0022499435884311,0.0493100220430594,-0.011767163347723,0.7172774869109947,0.057591623036649,0.2251308900523563,0.057591623036649,0.6425248400104847,-0.0057789913549936,,,,,,,,,,0.022245369172462,95.6043956043956,59.06593406593407,48.73626373626374,45.82417582417583,54.0,关键词新闻评分,8,67.95769230769231,1189,0.479394449116905,0.1565186393423976,0.1202787537927305,1.301299143921271,0.0124163800062795,42.07298785852031,低,27.784531322297926,0.0,98.82943143812707,59.811614494703406,8,+1,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,97.02,97.06,97.34,95.96,84186.0,0.99,193562785.8,000034,1.42,0.0,0.0,IT服务,23853000000.0,40.25,2.09,-0.0140186915887849,0.0492972972972973,0.0646045848415048,0.1135842129417163,0.0,1.1837067282239968,0.0113893317494555,0.0202969646533222,0.4584940757561441,38479058.6,-0.0166616801743891,19.08111249738856,23.895175832533862,0.0248447204968944,0.4784688995215311,434103017.9755,52.20505623519652,0.0081099316385632,0.0064339701241299,0.0558123105001324,0.0028240804518528,0.0289855072463811,0.7971014492753629,0.202898550724637,0.7681159420289818,0.5559104052557283,-0.0047986472822352,,,,,,,,,,0.0075066881857093,84.61538461538461,65.65934065934066,43.2967032967033,73.4065934065934,50.85714285714285,关键词新闻评分,9,67.11593406593407,1878,0.5079872204472844,0.121094187522221,0.0864538534052308,1.4006800478241537,0.0189778990147846,44.310018532407824,低,27.784531322297926,0.0,99.90444338270426,73.29180306118394,9,新进,20260916T004635_score_69746293
2026-09-16 00:46:36,2026-09-15,5.68,5.35,5.72,5.32,1000670.0,8.61,544533134.28,001330,7.07,-5.48,-0.31,影视动漫,7931000000.0,-13.73,2.14,-0.1258169934640524,0.0873983739837398,-0.1666666666666667,-0.2074074074074074,-0.0547703180212014,0.8250435959433382,-0.0204156367298361,0.0166914768948152,0.0285014169199141,4041961310.0,0.0337153266003943,20.115439352994454,22.794044968047597,,0.4672897196261682,730641180.7184999,47.08948649966571,0.0279083283085447,0.0284139009551178,0.0777036048064085,-0.0207443563148262,0.8250000000000013,0.0749999999999985,0.1000000000000002,0.0749999999999985,0.4521425241685644,0.0160925918272716,,,,,,,,,,0.0120185636587671,89.01098901098901,61.31868131868132,45.604395604395606,57.472527472527474,53.333333333333336,关键词新闻评分,8,66.68498168498168,845,0.4757396449704142,0.1365352584115949,0.124102069136223,1.1001851891907162,-0.0001065594625865,44.16065641552336,低,27.784531322297926,0.0,99.0205446727186,73.47458722860178,10,新进,20260916T004635_score_69746293
