archive_time,date,open,close,high,low,volume,turnover,amount,symbol,ret_5,ret_20,ret_60,ret_120,daily_return,vol_20,sma_20_ratio,sma_60_ratio,volume_ratio_20,obv,obv_slope_20,amount_log,rsi_14,macd,signal,atr_14,vwap_ratio,bollinger_upper,bollinger_lower,body_pct,close_position,upper_shadow_pct,lower_shadow_pct,money_flow_20,future_return,model_raw,model_score,technical_score,volume_price_score,candle_score,sentiment_score,sentiment_source,news_count,composite_score,odds_sample_count,odds_win_rate,odds_avg_gain,odds_avg_loss,odds_reward_risk,odds_expected_return,振幅,涨跌幅,涨跌额,macd_pct,signal_pct,atr_pct_14,vwap_dev,bollinger_pctb,amount_ma20,industry,market_cap,pe_ttm,pb,market_cap_log,earnings_yield,book_to_price,entry_open,exit_open,entry_gap_return,entry_volume,future_market_return,future_excess_return,future_industry_return,future_industry_excess_return,credibility_score,credibility_grade,credibility_strategy,credibility_conditional,credibility_stability,credibility_agreement,run_id,rank,rank_change,conditional_sample_count,conditional_win_rate,conditional_win_rate_low,conditional_win_rate_high,conditional_expected_return,conditional_return_low,conditional_return_high,conditional_reward_risk
2026-08-18 21:04:26,2026-08-18,197.31,197.76,200.91,194.84,194616.0,0.0533999999999999,450768500.0,000026,0.136094674556213,0.3535007870782285,-0.1238702817650186,0.4038475189891388,0.0068733771192912,0.5037878191069852,0.2432379760920608,0.1488278965652121,1.5616435388298506,14885834.52,0.1273294356594268,19.926464464130504,0.023105636515909,7.47372755913139,1.2813224512913155,4.750714285714281,11.71214833495698,196.0069394491889,119.87156055081108,0.0741350906095534,0.4810543657331121,0.5189456342668879,0.4069192751235587,59303.81694860063,,0.0477546539794045,62.7906976744186,75.2906976744186,72.84883720930232,44.24418604651163,100.0,关键词新闻评分,7,69.79360465116278,1949,0.4766546947152386,0.0957184555407664,0.0610976761236268,1.5666464195313552,0.0136494692412891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,221.15,242.99,242.99,218.03,121514200.0,0.1553,4528055900.0,002747,0.1071672665968015,0.1950523779078345,0.3932113984289893,0.6370679781715287,0.0987565001130454,0.7584885045991919,0.2040055891942245,0.1404072782567478,1.5018139545345897,4179433074.0,0.1107632174712638,22.23355852339829,0.0192025954256314,2.3888421551359613,-2.084112932420556,8.185714285714287,0.1533544372502976,235.6477854713464,166.58721452865362,0.8749999999999999,1.0,0.0,0.1250000000000001,22749584.12771894,,0.0361323058895935,56.97674418604651,77.7906976744186,77.96511627906978,76.33720930232558,50.0,无新闻/中性,1,67.61627906976744,1942,0.504119464469619,0.1380748181285474,0.1020707129952242,1.3527368828608834,0.0189913235496637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,76.59,72.96,76.94,71.82,62128700.0,0.1865,1019123800.0,300996,-0.2126052233973667,0.4068646355572693,0.2194551228480694,0.290185676392573,-0.0544323483670295,1.250924225911055,-0.010718571399516,0.2217899267082337,0.9349027427999096,573415349.0,-0.157687195164906,20.74220907644721,0.019216977499258,6.457192935280233,7.663918030748023,5.295000000000003,0.2248277179100689,102.42023758697356,43.303262413026445,0.7089843750000012,0.2226562499999999,0.0683593749999988,0.2226562499999999,18630249.2218304,,0.0736639079547556,82.55813953488372,58.604651162790695,64.18604651162791,48.19767441860465,50.0,无新闻/中性,6,66.20348837209302,1120,0.4723214285714285,0.1496161067229503,0.0978259431924081,1.5294113385513617,0.0190462393122567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,655.74,636.91,666.09,627.49,239610500.0,0.0603,10886659800.0,600176,0.0484805583906757,0.0414343411220301,0.1341797848849633,0.5382441734090084,-0.028523054864935,0.8939247685908414,0.1044216053311044,-0.0574187580933589,0.8825097979708321,6901997269.0,0.0744049542053083,23.11080400517131,0.0117004720490784,-11.837199544574672,-27.68487039937872,25.222142857142835,0.0713363260518644,667.9291582426766,487.2633417573235,0.4878238341968919,0.2440414507772008,0.2681347150259072,0.2440414507772008,36801187.0141419,,0.2408233051620635,100.0,47.96511627906977,52.15116279069768,35.406976744186046,50.0,无新闻/中性,9,65.96220930232559,1942,0.5226570545829042,0.1007066960516916,0.0640943188048812,1.5712265600055344,0.0220400942123285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,193.96,188.91,195.46,184.67,11880200.0,0.0557,2188402700.0,603929,0.1156321974842022,0.0761036741669038,0.028641437517016,0.2609130957148577,0.0215216568431297,0.8211680104457841,0.124604861321951,-0.0398686687120826,1.6346563323635177,928979566.0,0.0313177800367402,21.50643775438824,0.0101009811165417,-5.057228467895669,-9.639244859025508,6.507857142857142,0.9750986203609354,191.07640655049576,146.22559344950426,0.468025949953661,0.3929564411492123,0.1390176088971267,0.3929564411492123,725164.8240091389,,0.068412328999862,79.06976744186046,51.56976744186046,49.53488372093023,54.88372093023256,100.0,关键词新闻评分,10,65.96220930232559,1943,0.5007720020586721,0.1479921778258189,0.0822534234814357,1.799222106046688,0.0330471272504009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,65.07,65.41,67.56,64.53,259648800.0,0.1058,17095703600.000002,600487,0.1351961124609511,0.0908939292861907,-0.1056877221766475,0.5588655862726406,0.0053796495542575,0.854491982220883,0.1803663268068209,-0.1677746464537226,1.1535765080000333,12189873411.0,0.1430357035389003,23.5620930174826,0.0206554364380503,-2.5262813501735266,-5.309344288421716,2.0957142857142848,1.0065990371401925,66.622518402682,44.15298159731798,0.1122112211221132,0.2904290429042888,0.7095709570957112,0.1782178217821755,59199136.8482699,,0.1407891636500529,93.02325581395348,48.72093023255814,71.04651162790697,19.651162790697672,50.0,无新闻/中性,8,65.91279069767441,1940,0.5087628865979381,0.1196366264278654,0.0832049603727038,1.437854496798888,0.01999331085006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,134.34,132.03,136.36,130.35,89187300.0,0.0701,3682198100.0,600498,0.0651875756353368,0.0442106928187282,-0.2372616984402079,-0.0628859393853359,-0.0171951764180438,0.5648050142006893,0.0892171380722763,-0.2017348245676795,1.0827163126366068,5934379284.0,-0.0038879625292121,22.02677572086295,0.0116273809822628,-7.053892408395967,-11.723315275788435,3.376428571428572,0.3127026125839241,137.8865010326422,104.80049896735778,0.3843594009983352,0.2795341098169719,0.3361064891846928,0.2795341098169719,10612731.767772743,,0.1255528500410391,90.69767441860463,39.88372093023256,46.337209302325576,36.56976744186046,100.0,关键词新闻评分,8,64.63953488372093,1951,0.4736032803690415,0.0996260817562972,0.0694167709797947,1.4351874964811546,0.0106424785989592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,6.09,6.47,6.48,6.09,32425845.0,0.0917,20484397400.0,000725,0.0947546531302876,0.0253565768621235,0.2418426103646833,0.533175355450237,0.0641447368421053,0.6008121706844229,0.105793881387797,0.0085212511690742,1.7552600321417764,1128831601.04,0.0532275831856812,23.742929330915057,0.009548415973018,-0.0971149929219157,-0.1868695311832465,0.1614285714285714,97.63996376215768,6.367939600188041,5.319560399811959,0.9743589743589728,0.9743589743589728,0.0256410256410273,0.0,2032081.813669803,,0.068344147469367,77.90697674418605,58.02325581395349,51.22093023255814,71.1046511627907,50.0,无新闻/中性,6,64.12790697674419,1951,0.4941055868785238,0.0932713018058434,0.067007565523793,1.3919518053931497,0.012187118282342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,37.02,38.06,38.06,36.14,98289700.0,0.1559,1871916300.0,603936,0.2527978933508887,0.3539665599430808,-0.2275218185508423,0.5031595576619274,0.0984126984126985,0.8419407788433602,0.3137048478677322,-0.0307547345992884,2.064488091927447,2801397501.0,0.050112772687375,21.35022850299797,0.02932453556549,-0.4135605377309836,-2.040880417628998,1.465,0.5003911643348005,35.867701458091815,21.886798541908178,0.5416666666666657,1.0,0.0,0.4583333333333342,20788817.252162628,,0.0170688162830242,37.2093023255814,62.906976744186046,82.96511627906976,87.44186046511626,100.0,关键词新闻评分,2,64.08720930232559,1943,0.5193000514668039,0.120200285588784,0.1002391677407981,1.1991349120096646,0.0142350517185679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,3.324,3.381,3.387,3.273,612293900.0,0.0725,680742700.0,562590,0.078468899521531,0.1059862610402355,0.1867321867321865,0.7418856259659967,0.0208333333333332,0.7682790627831445,0.1041983050017143,0.0690458373296514,0.8027760779418247,4552953500.0,23.90948676522965,20.338694967462864,0.0099887603917154,0.0082000546101008,-0.0434702993469546,0.1262142857142857,0.3288348888810788,3.4698573267545205,2.64324267324548,0.5,0.9473684210526296,0.0526315789473704,0.4473684210526295,98823047.6297134,,0.0492063943489915,63.95348837209303,60.23255813953489,64.06976744186046,82.09302325581396,50.0,无新闻/中性,5,63.46511627906977,548,0.5748175182481752,0.1467859966437809,0.0641586243590431,2.287860721924775,0.057096039173602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,28.24,27.9,28.44,27.43,25562800.0,0.0233999999999999,101273100.0,002512,0.0352504638218924,0.2786434463794682,-0.172106824925816,-0.3080357142857143,-0.0120396600566572,0.5451955861552045,0.0843794939562363,0.0519172039362061,0.7661512146707282,6320515206.0,0.0294459097182627,18.43333139595153,0.0125203010914152,0.8308225292867455,0.5014568036328231,0.7192857142857143,0.1419977551384732,29.90294886403493,21.36455113596507,0.336633663366336,0.4653465346534635,0.1980198019802005,0.4653465346534635,12630907.4785462,,0.0384750655120279,60.46511627906976,59.41860465116278,55.174418604651166,60.872093023255815,100.0,关键词新闻评分,4,63.13953488372093,1792,0.5050223214285714,0.1246416001308444,0.1097679053454046,1.1355013083162793,0.0086141272751341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,130.18,124.54,131.23,123.18,48737400.0,0.0588,6149571899.999999,301217,0.0265413781734258,0.1545378696579216,0.2971565461931049,1.7504416961130742,-0.0604300264051301,1.1765587425579638,0.2128885231373045,-0.0237924781697609,1.057398037222223,1988526692.0,0.035620545959199,22.53964830674848,0.0280024423716729,1.4635899005870954,-3.612697770064143,5.829285714285716,1.013149804816299,137.77716380787962,67.26583619212042,0.7006211180124239,0.1689440993788822,0.1304347826086938,0.1689440993788822,17125746.451028988,,0.0595101351215369,73.25581395348837,64.12790697674419,62.26744186046511,37.674418604651166,50.0,无新闻/中性,6,62.89244186046512,963,0.5202492211838006,0.2023699060352869,0.0885456651281884,2.2854863164934613,0.0628029341998501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,5.67,5.98,6.14,5.66,154045500.0,0.036,867556900.0,601118,0.0565371024734981,0.2032193158953723,-0.0771604938271605,-0.2439949431099873,0.0454545454545456,0.4267852069093779,0.0955390675093892,0.0527551200046945,2.3505752287300106,7575849754.0,0.1191075651470892,20.581191659565068,0.0110873924629527,0.1123601532970912,0.0505708390125701,0.1114285714285714,0.9417763237632664,6.075612454490389,4.822387545509611,0.645833333333335,0.6666666666666679,0.3333333333333321,0.0208333333333329,19292492.065214977,,0.0355508016266323,55.81395348837209,63.72093023255814,81.51162790697674,49.825581395348834,50.0,无新闻/中性,2,61.75,1839,0.4964654703643284,0.0600844577041786,0.0525682212632412,1.142980611866226,0.0033599439881205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,527.36,542.1,543.33,520.44,9619500.0,0.0536,1230262100.0,300776,0.1239892183288409,0.0626286386356955,-0.1824269296896207,0.4685485181773854,0.0172067626142271,0.8744867491204518,0.143375393490079,-0.1027765763061958,0.9378066370329065,510541433.0,0.0198991037868041,20.93049307387414,0.0157856688660614,-15.929041742627987,-32.51158093748788,20.985714285714288,0.2359205320075046,551.9001602377652,394.7173397622347,0.6439493228484062,0.9462647444298812,0.0537352555701187,0.302315421581475,1239498.2536373362,,0.1037361330804807,87.20930232558139,39.302325581395344,39.06976744186046,77.96511627906978,56.69767441860465,关键词新闻评分,8,61.629069767441855,1620,0.508641975308642,0.1634144836138587,0.1061673941632812,1.5392153579896075,0.0309532646566961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,193.8,192.34,197.48,188.61,183754800.0,0.1211,13038866900.0,002156,0.1375007392512863,0.0195059896109404,0.0137029619479287,0.4354802597208747,0.0200466694951209,1.0640387903735706,0.0985270348222904,0.0504546654408752,1.137696077957914,15137928094.0,0.0581052248459909,23.29120049557432,0.010780254869739,-1.2595603769700006,-4.198414882377644,7.409999999999998,0.3689194461271293,213.70302897497268,136.13547102502727,0.1645997745208581,0.4205186020293123,0.4148816234498296,0.4205186020293123,16539403.80104453,,0.1039879804971471,88.37209302325581,35.406976744186046,54.06976744186046,45.872093023255815,59.33333333333333,关键词新闻评分,7,61.11647286821706,1951,0.5069195284469503,0.1415269991750062,0.0879272698094605,1.6095916486625472,0.028387580024285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,108.7,114.76,115.39,106.33,41545100.0,0.1144,1532886400.0000002,002655,0.219683281964077,0.3843184559710495,0.0604324524117538,1.3873517786561265,0.0832546724561074,0.881515693028875,0.3509759141101407,0.0820545458831296,1.3969026460893712,3746952451.0,0.0338011179419947,21.1504183316768,0.035564682372231,1.88079247809246,-3.161253161301873,4.4700000000000015,0.3215138032908152,112.12944524947989,56.685554750520126,0.6688741721854305,0.9304635761589408,0.069536423841059,0.2615894039735104,14382215.767847704,,0.0123583190368427,29.069767441860467,75.5232558139535,76.04651162790698,74.12790697674419,90.5,关键词新闻评分,9,60.72732558139535,1941,0.5352910870685214,0.1367663100836846,0.1014002751436245,1.3487765185051737,0.0260881751660994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,54.06,51.6,54.6,50.4,61845400.0,0.1251,1581030700.0,603011,0.0569438754608766,0.3976164680390033,0.2778603268945021,0.0027205596579868,-0.0458579881656804,0.7707672394359069,0.217411820219417,-0.025440534874497,0.9623772751275594,4411879532.0,0.1243473143626616,21.18134281370753,0.0269917427735821,0.9974310892100178,-1.0541918744964256,2.021428571428572,0.4954310238912068,55.715925431561615,28.86407456843838,0.5857142857142855,0.2857142857142862,0.1285714285714282,0.2857142857142862,32118820.58035308,,0.0138188304414692,32.55813953488372,84.99999999999999,81.91860465116278,48.197674418604656,64.0,关键词新闻评分,7,60.24883720930232,1945,0.5280205655526993,0.1351632317644362,0.0972599220834208,1.3897114954349372,0.0254642830588666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,186.19,174.64,188.89,171.49,38724300.0,0.1051,2285030100.0,002552,0.0541437798032233,0.2990181493603094,0.310717502251576,1.7637284380439944,-0.0702725724020444,1.1805731457296802,0.2744886975242198,0.0426144165442801,1.5312544670633963,1336551390.0,0.0481236097457208,21.549645034509968,0.037803601446846,7.63246309225508,-0.8195017386596484,9.81214285714286,0.3378816657619128,199.674127556056,73.49587244394402,0.6637931034482774,0.1810344827586196,0.155172413793103,0.1810344827586196,5856976.432215154,,0.0227444837113048,43.02325581395349,73.48837209302326,72.73255813953487,37.79069767441861,79.79310344827586,关键词新闻评分,6,59.73512429831596,1926,0.509865005192108,0.1554206904810447,0.0816741903044817,1.902935185541916,0.0392121923182529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,44.7,45.07,45.97,44.19,36040700.0,0.0861,1578749800.0,002957,0.1242205038663006,0.2217403090268366,-0.0813289849164289,0.5252115059221658,0.0370455591348366,0.9295995127631403,0.1546640022545025,-0.0726560062001255,1.660595061115761,1707189444.0,0.0460781525310299,21.17989910557988,0.0190303186745832,-0.263789089344101,-1.560230423112048,1.977142857142857,0.971924507095342,45.902035781226594,32.0514642187734,0.2078651685393242,0.4943820224719112,0.5056179775280888,0.2865168539325869,5232366.845022154,,0.0314505587177119,51.16279069767442,55.40697674418604,67.79069767441861,42.55813953488373,100.0,关键词新闻评分,7,59.57267441860465,1570,0.486624203821656,0.1280335764952591,0.0951544263189052,1.3455346372029091,0.013454257853083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18 21:04:26,2026-08-18,71.26,73.58,74.21,70.26,31895400.0,0.0519,2229523200.0,603650,0.0870143300339785,0.058552726226442,0.1427240254697934,0.1478939157566303,0.0391187685355174,0.7221079137702203,0.1309038931497161,0.0425935897072573,1.4174337948508624,1862467337.0,0.0011936587961525,21.5250535883468,0.0132255948900847,-0.7196593641625668,-2.225686025633008,2.412142857142858,0.9500012120858164,75.73714579491127,54.48635420508873,0.5873417721518986,0.8405063291139248,0.1594936708860752,0.253164556962026,1200537.548808044,,0.0594784742302388,72.09302325581395,59.18604651162791,43.895348837209305,63.72093023255815,41.0,关键词新闻评分,9,59.28023255813953,1831,0.4997269251774986,0.1362882089704436,0.089613585848943,1.5208431587614128,0.0232756234682272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
