archive_time,date,open,close,high,low,volume,turnover,amount,symbol,振幅,涨跌幅,涨跌额,industry,market_cap,pe_ttm,pb,ret_5,ret_20,ret_60,ret_120,daily_return,vol_20,sma_20_ratio,sma_60_ratio,volume_ratio_20,obv,obv_slope_20,amount_log,market_cap_log,earnings_yield,book_to_price,amount_ma20,rsi_14,macd_pct,signal_pct,atr_pct_14,vwap_dev,body_pct,close_position,upper_shadow_pct,lower_shadow_pct,bollinger_pctb,money_flow_20,entry_open,exit_open,entry_gap_return,entry_volume,future_return,future_market_return,future_excess_return,future_industry_return,future_industry_excess_return,model_raw,model_score,technical_score,volume_price_score,candle_score,sentiment_score,sentiment_source,news_count,composite_score,odds_sample_count,odds_win_rate,odds_avg_gain,odds_avg_loss,odds_reward_risk,odds_expected_return,credibility_score,credibility_grade,credibility_strategy,credibility_conditional,credibility_stability,credibility_agreement,run_id
2026-08-31 23:06:05,2026-08-31,236.66,263.6,267.02,236.66,2670435.0,0.0934,10049718400.0,000938,,,,IT服务,111400000000.0,39.62,6.23,0.6854219948849105,0.1711911849646779,0.3859095688748688,0.583849065673256,0.6216548754229467,2.614777733576829,0.1797561717896847,0.185533433826831,1.1236255501291832,104379454.51,0.1471324771845766,23.03081045125794,25.4363931644396,0.0252397778899545,0.160513643659711,8900867603.556002,59.818412903996645,-0.058351487986348,-0.0774172282076668,0.0898926945588554,0.0306537378792619,0.8873517786561278,0.8873517786561278,0.1126482213438722,0.0,0.7139656987800763,0.0341755675223104,,,,,,,,,,0.1016973280587768,100.0,62.848101265822784,70.56962025316456,46.55063291139241,100.0,关键词新闻评分,7,76.80854430379746,1955,0.4675191815856777,0.1218290554275085,0.0844851300793476,1.4420177291919625,0.0119707090783334,25.61582013686708,低,0.5438492903889548,0.0,52.4390243902439,66.43240314467744,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,111.83,124.3,124.3,111.43,49921900.0,0.0602,6009527900.0,301217,,,,铜,102773000000.0,423.67,18.32,0.1153984206748026,0.5937940761636107,0.1138990949009768,2.0082284607938043,0.0835076708507671,0.9750868380352364,0.0865907014760325,-0.0319766989081508,1.111146476117047,1912303792.0,0.096977041070397,22.51661203016188,25.3557885095556,0.0023603276134727,0.0545851528384279,5131133195.0,57.16092457698728,0.0059900633085399,-0.0030670466660038,0.0658832318124353,0.0357470210815764,0.9689199689199696,1.0,0.0,0.0310800310800304,0.7590811635311673,0.0342835700790363,,,,,,,,,,2.862293735361732e-17,68.35443037974683,70.82278481012658,84.87341772151899,73.48101265822785,100.0,关键词新闻评分,9,76.20886075949367,971,0.5149330587023687,0.2062855645716092,0.0866237788845266,2.381396508302842,0.064204925263844,26.01454422023749,低,0.5438492903889548,0.0,39.07070083359061,86.9149951093512,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,158.28,153.68,158.48,149.4,16233100.0,0.0733999999999999,614967600.0,300191,,,,油气钻采服务,12182000000.0,64.49,9.91,0.1194638694638694,0.3590378493102228,0.216207660652105,-0.2243084998990511,0.0010422094841062,0.4972162338006909,0.1261578145151836,0.2570755488662763,1.2624634689959395,990215060.0,0.1707711544568803,20.23708014308227,23.223225289360705,0.0155062800434175,0.1009081735620585,646277174.504,69.47447394448362,0.0510772975787199,0.0402543205897355,0.0517959396147839,-0.0011266140913422,0.5066079295154188,0.4713656387665207,0.0220264317180604,0.4713656387665207,0.972032120970198,0.0150639620284899,,,,,,,,,,3.4694469519536136e-17,71.51898734177216,87.40506329113924,77.0886075949367,47.088607594936704,90.0,关键词新闻评分,8,74.7879746835443,1952,0.4656762295081967,0.1197649755946285,0.0759394393074557,1.5771116653855788,0.0151954547222546,34.404924873354574,低,0.5438492903889548,0.0,91.5560358135227,72.87041949022233,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,597.78,623.91,624.57,597.38,184574500.0,0.0465,8004484300.000001,600176,,,,玻纤,175858000000.0,38.81,5.3,0.0944829400929743,0.2655888677025435,0.1739768557719445,0.6267142931636855,0.015776106281137,0.7144758680832483,0.0423542561002809,-0.0815470313791147,0.7469345200198722,7146521569.0,0.2154651750813776,22.803267759208715,25.89294268814978,0.0257665550115949,0.1886792452830188,10343283095.0,52.34355141644905,-0.0137572733806794,-0.0252348046578049,0.0590595713209551,0.0140151474109626,0.9610150790731866,0.9757263699889636,0.0242736300110364,0.0147112909157769,0.7310729543067986,0.0161828916533503,,,,,,,,,,6.88931389856034e-05,79.74683544303798,69.11392405063292,66.64556962025317,64.62025316455696,100.0,关键词新闻评分,7,74.2246835443038,1950,0.5225641025641026,0.100763533869894,0.0640192432595056,1.5739569657429933,0.0220903207891396,37.26690079561604,低,0.5438492903889548,0.0,96.48039518369868,85.38444647839742,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,79.16,81.06,81.99,78.42,8316700.0,0.0545,661803400.0,301021,,,,其他电子,12327000000.0,164.38,11.72,0.0699577613516366,0.5773496789258612,-0.1479028697571743,0.470342826047524,0.0200075500188749,0.8322903606094122,0.1141808585212982,-0.0503581951416672,0.8231992794148215,609762745.0,0.1150494896531101,20.310479092453388,23.235057815515795,0.0060834651417447,0.0853242320819112,727078280.0,56.70789878732359,0.0174063088512038,-0.0055725659095726,0.075006168270417,0.0070816250465897,0.5322128851540643,0.7394957983193293,0.2605042016806707,0.207282913165265,0.8306794459526375,0.024461261269283,,,,,,,,,,0.0112792594509749,91.13924050632912,63.03797468354429,77.84810126582279,35.69620253164557,100.0,关键词新闻评分,7,74.0253164556962,1110,0.5144144144144144,0.1646199354546723,0.1155776423267539,1.4243233564954467,0.0285600305680157,31.23888557969276,低,0.5438492903889548,0.0,81.89255943192344,64.64812604127586,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,171.85,180.73,180.73,170.14,8766300.0,0.0349,375304600.0,300863,,,,汽车零部件,11397000000.0,82.61,7.86,0.0447424706630439,0.3047213398787176,-0.3557781421544166,0.1639724351130287,0.0479531485561868,0.592615856755758,0.04162644266098,-0.1264601893241543,1.2223683238119407,436309093.0,0.19040520496843,19.743248523555813,23.15661599982001,0.0121050720251785,0.1272264631043257,297554930.0,52.27584035317204,-0.0077032026812897,-0.0198083860835548,0.0552283991115396,0.0199209932279909,0.8385269121813024,1.0,0.0,0.1614730878186976,0.694188840026579,0.0172666584356318,,,,,,,,,,9.56714664900292e-05,81.0126582278481,56.07594936708861,78.48101265822785,76.70886075949367,50.0,无新闻/中性,4,70.52531645569621,1319,0.5200909780136467,0.1163684710287411,0.0862898922061061,1.3485759230153094,0.0191108941313504,28.793277124782307,低,0.5438492903889548,0.0,53.89008953380673,85.68069620602847,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,121.17,126.15,126.15,121.17,118049400.0,0.0919,1683167500.0,600172,,,,磨具磨料,20854000000.0,-23.89,61.71,0.1371011357490537,0.5091518124177534,0.0768245838668373,0.5802329951146186,0.0027821939586645,0.7637644593040048,0.1105731138304428,0.0577951072259605,0.6681650128625957,10242663375.0,0.1810713353430674,21.243943272455297,23.760811613313813,,0.0162048290390536,2307151125.0,58.83102151984844,0.0324921806443034,0.0152208636258987,0.0716946945246588,0.0133344043698289,1.0,1.0,0.0,0.0,0.8245003603259344,0.0215301134661916,,,,,,,,,,9.75781955236954e-18,54.43037974683544,75.37974683544303,72.78481012658229,70.34810126582279,83.0612244897959,关键词新闻评分,10,68.58935029708086,1947,0.485362095531587,0.1678356333035864,0.1055786984058709,1.5896732564213305,0.0271262545809997,38.04189333380843,低,0.5438492903889548,0.0,97.28311207162706,89.48077421577558,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,127.79,136.65,138.21,126.62,62844400.0,0.0846,2161267000.0,300209,,,,软件开发,32382000000.0,-443.31,34.46,0.0285262682522955,0.2426116213512776,0.3645895745955663,2.8865187713310587,0.0397960736569777,1.165016198140764,-0.0141332813886544,0.1622434601656257,0.4805918972633148,3476221297.0,0.2860468072214036,21.493960461211923,24.200868549810973,,0.0290191526407428,4660848410.0,53.72460072025308,0.0324003249507359,0.0436461501732036,0.0840311536250065,0.0210969413171264,0.7644521138912853,0.8654012079378773,0.1345987920621226,0.100949094046592,0.459963293340122,0.020260150452462,,,,,,,,,,0.0209179661531254,93.67088607594935,53.481012658227854,59.24050632911393,44.873417721519,72.73684210526316,关键词新闻评分,4,67.32431712191872,1941,0.4693456980937661,0.1827525311236205,0.1044364019019377,1.749893023844492,0.0303544883537467,24.89388824751954,低,0.5438492903889548,0.0,45.44612534732943,70.94338927291312,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,130.7,136.5,140.32,130.44,101712800.0,0.08,4323455000.0,600498,,,,通信传输设备,57667999999.99999,168.59,3.28,0.0780287474332648,0.2614360964790685,-0.2319378798109385,-0.1700109449106166,0.0284810126582277,0.6160942588589436,0.0695899513395341,-0.1493162850361723,1.053941709644099,6117748784.0,0.0938188813479974,22.18732068830782,24.777968263896067,0.0059315499139925,0.3048780487804878,3817665595.0,52.714178318052106,-0.0137077627877699,-0.0368404669340942,0.0604604918890633,0.0055001718803713,0.5870445344129569,0.6133603238866402,0.3866396761133598,0.0263157894736833,0.9017528286521532,0.0158772195187102,,,,,,,,,,0.0083968203961622,87.34177215189874,55.75949367088607,67.08860759493672,23.10126582278481,98.0,关键词新闻评分,10,66.8253164556962,1959,0.4726901480347116,0.1003784900320671,0.0694404722783726,1.4455329397771126,0.0108312781552502,33.955577524280514,低,0.5438492903889548,0.0,98.41000308737264,60.73614746459536,20260831T230541_score_d1b86542
2026-08-31 23:06:05,2026-08-31,133.66,139.07,140.89,133.63,77950800.0,0.0771999999999999,4025245000.0,601208,,,,其他塑料制品,52721000000.0,129.59,8.55,0.1874146174863387,0.5796228986824168,-0.0777239870017906,0.7215895023520673,0.017262819106137,0.7827231168626348,0.1307791130697801,-0.014405586476041,1.0378510858081011,4672762244.0,0.1756969320923941,22.115851615778112,24.688279695094305,0.0077166448028397,0.1169590643274853,3449824675.0,60.59652726682393,0.0119097813139403,-0.0092121915231984,0.0557273315596462,0.0087526294156048,0.745179063360882,0.7493112947658408,0.2506887052341591,0.0041322314049588,0.9193803546063772,0.0262586523959835,,,,,,,,,,1.3877787807814457e-17,60.12658227848101,69.93670886075948,84.9367088607595,27.78481012658228,100.0,关键词新闻评分,7,66.67721518987341,1955,0.5437340153452686,0.1260344221617972,0.0745779826519856,1.6899682410280592,0.034501805745483,32.28202698691322,低,0.5438492903889548,0.0,88.60759493670885,62.6490214163651,20260831T230541_score_d1b86542
