archive_time,date,open,close,high,low,volume,turnover,amount,symbol,振幅,涨跌幅,涨跌额,ret_5,ret_20,ret_60,ret_120,daily_return,vol_20,sma_20_ratio,sma_60_ratio,volume_ratio_20,obv,obv_slope_20,amount_log,amount_ma20,rsi_14,macd_pct,signal_pct,atr_pct_14,vwap_dev,body_pct,close_position,upper_shadow_pct,lower_shadow_pct,bollinger_pctb,money_flow_20,future_return,model_raw,model_score,technical_score,volume_price_score,candle_score,sentiment_score,sentiment_source,news_count,composite_score,odds_sample_count,odds_win_rate,odds_avg_gain,odds_avg_loss,odds_reward_risk,odds_expected_return
2026-08-29 14:53:00,2026-08-28,133.4,136.71,139.51,132.7,92774600.0,0.0917999999999999,4729179700.0,601208,,,,0.1175508869451484,0.4734856650140118,-0.1355674992096111,0.643939393939394,0.0431100259423165,0.827167169722283,0.135139847801087,-0.0324703817463797,1.255341737224551,4594811444.0,0.1406238666369413,22.277017599674718,3337188470.0,59.22262865693428,0.0039749084255203,-0.0144926847324831,0.0595838950019331,0.0029590139880664,0.4860499265785611,0.5888399412628514,0.4111600587371486,0.1027900146842902,0.8512833394850915,0.0239140609833665,,0.0676327192689943,91.46341463414636,65.67073170731707,90.2439024390244,66.40243902439025,100.0,关键词新闻评分,8,84.29087624209576,1955,0.5411764705882353,0.1266088174649064,0.0740661383495985,1.7094021679286402,0.0345344259735452
2026-08-29 14:53:00,2026-08-28,6.92,6.96,7.09,6.77,165051500.0,0.0385999999999999,1097901500.0,601118,,,,0.0807453416149066,0.3231939163498099,-0.0113636363636363,-0.0984455958549223,0.0265486725663717,0.5038297118750169,0.1536548980606664,0.2333864965443912,1.4431690567780218,7663402954.0,0.0951791235935523,20.816666468359504,676253350.0,72.59138661799345,0.0518752479296324,0.0373071534713759,0.0584975369458128,0.0028818443804032,0.125,0.5937500000000007,0.4062499999999993,0.4687500000000006,0.9856373360114798,0.0208624239810838,,0.0588372529780873,86.58536585365853,79.57317073170732,85.85365853658536,66.82926829268293,86.0,关键词新闻评分,4,82.41373080397469,1847,0.4986464537087168,0.0619998660439568,0.0525682212632412,1.179417232580222,0.0045607491806837
2026-08-29 14:53:00,2026-08-28,92.9,97.38,99.06,92.04,62175900.0,0.0904,1095320400.0,300328,,,,0.1389473684210525,0.3793201133144477,-0.0912653975363941,-0.0115712545676004,0.0332095490716179,0.6145533880375375,0.1639623487225459,0.1879303929880631,1.2959230548617202,6277062284.0,0.0853743499496075,20.814312761067743,736880265.0,68.86414030961063,0.0532369863774328,0.0366023129720664,0.052159434322096,0.0126871880199666,0.6381766381766371,0.7606837606837595,0.2393162393162404,0.1225071225071224,1.086802513246233,0.0234850891579388,,0.0632035230301377,90.2439024390244,74.39024390243902,86.09756097560977,78.29268292682927,50.0,关键词新闻评分,6,82.22222222222223,1947,0.5166923472008218,0.1341586254124761,0.0964009987562553,1.391672567124422,0.0227273946252258
2026-08-29 14:53:00,2026-08-28,43.63,42.67,46.26,40.62,3603501.0,40.66,2415861381.31,300189,13.2,-0.16,-0.07,0.1826496674057651,0.488834612700628,0.263173475429248,-0.2343441593396733,-0.0016378100140383,1.05509632181222,0.2134051840582391,0.3771179603033727,0.0307711211443904,18246549221.0,0.0644835866009208,21.60532174050129,1297751397.1655002,69.25457535736905,0.0748969234272733,0.06006876704014,0.093340922026181,-0.0118873021999228,0.1702127659574469,0.3634751773049652,0.4663120567375878,0.3634751773049652,0.9046614776856116,0.0537515235761721,,0.1980327318536832,100.0,78.23170731707317,70.0,60.54878048780488,50.0,无新闻/中性,3,80.56007226738934,1952,0.4795081967213114,0.1274846424628311,0.0905741421316946,1.4075169740770903,0.0139868324484673
2026-08-29 14:53:00,2026-08-28,127.37,125.8,129.82,124.75,178255900.0,0.1388,2592464400.0,600172,,,,0.0651087968842605,0.4847161572052401,-0.0041165294490183,0.5096603864154565,-0.0130236937078298,0.7712834843682189,0.1286357682438859,0.056188737065256,1.0170764769123437,10124613975.0,0.1554983318918203,21.67587476644041,2266213060.0,58.60757964246223,0.0299825866747551,0.0109030343712975,0.0722916193504428,-0.0078081867655178,0.3096646942800807,0.207100591715976,0.4832347140039432,0.207100591715976,0.8177164456289407,0.0212655470136582,,0.0526605711171098,81.70731707317073,73.78048780487805,88.41463414634146,56.28048780487805,100.0,关键词新闻评分,10,79.61156278229448,1947,0.4863893168977914,0.1676100239616789,0.1062996717399486,1.5767689703851564,0.0269270780440479
2026-08-29 14:53:00,2026-08-28,272.63,284.57,289.23,270.44,2017350.0,18.66,7320542472.69,002407,6.93,4.88,13.25,0.0206226239150706,0.1651244677366523,0.1210605105578317,0.2804049493813272,0.0488353236031253,0.593359440062024,0.026735459662289,-0.016141792855155,0.0157985241820401,11559325875.0,0.1506322995718426,22.71395027060133,6189431302.165999,53.50205715123596,-0.0017745361796391,-0.0008106252241209,0.0567020918779712,0.011217189424808,0.635444385311335,0.7519957424161777,0.2480042575838222,0.1165513571048427,0.6170584951743193,0.0167057434158003,,0.0615803591804057,89.02439024390245,72.7439024390244,60.42682926829268,75.97560975609755,100.0,关键词新闻评分,7,79.13730803974707,1959,0.4798366513527309,0.1365887656345469,0.0818495053127833,1.6687793666263526,0.0229651831458641
2026-08-29 14:53:00,2026-08-28,607.19,614.22,627.22,606.0,229406200.0,0.0578,9951454900.0,600176,,,,0.0256829871084096,0.1309102960671675,0.1159114857744996,0.5822664159303435,0.0122280817402768,0.8057208244352453,0.0375127531198693,-0.0937557941723105,0.905880816158392,6961947069.0,0.1252780876132821,23.020984598633664,10479739855.0,50.91992344498868,-0.0190832718766616,-0.0281041874770862,0.0608088307121226,-0.0025873641363184,0.3312912346842584,0.3873704052780404,0.6126295947219597,0.0560791705937819,0.6567377387341793,0.0096165303510863,,0.0835231492805066,93.90243902439023,63.17073170731708,64.69512195121952,50.97560975609756,100.0,关键词新闻评分,9,76.95121951219512,1950,0.5241025641025641,0.1006015460991363,0.0640544422471872,1.570563142379934,0.0222421834399628
2026-08-29 14:53:00,2026-08-28,136.0,132.72,138.64,132.57,103637600.0,0.0815,4362312900.0,600498,,,,0.0108919186533629,0.2201893904569274,-0.2037437005039597,-0.2038392321535692,-0.0329350043719033,0.6160155182845065,0.0516265267878721,-0.1763998936783066,1.100017104579458,6016035984.0,0.0649961152551757,22.196268235532315,3693234610.0,50.01489070461018,-0.0196705673710832,-0.0426236429706753,0.0603902953586498,-0.014284653281509,0.5403624382207586,0.0247116968698526,0.4349258649093886,0.0247116968698526,0.756323718417354,0.0145735367877648,,0.0841978866899928,95.1219512195122,60.609756097560975,73.96341463414635,36.829268292682926,86.0,关键词新闻评分,10,75.9954832881662,1959,0.4752424706482899,0.0998898066283138,0.0693876455661839,1.4395906621883567,0.0110601890397769
2026-08-29 14:53:00,2026-08-28,156.21,150.27,156.62,149.73,214929000.0,0.1239,2393075500.0,600110,,,,0.0183654106804012,0.3333629103815441,-0.051146050388331,0.4058377771540837,-0.0560336704566869,0.6921989910375359,0.0598665556981847,-0.074690218986492,1.2651506959656202,10282461555.0,0.0708113393836883,21.59584519614802,1775576750.0,52.72873520697299,0.0151783190893371,-0.006725122924702,0.0615938928975463,-0.0127239279926415,0.8621190130624071,0.0783744557329491,0.0595065312046437,0.0783744557329491,0.7035827771518315,0.0159969708088683,,0.0494024216069746,78.04878048780488,69.9390243902439,81.40243902439023,71.64634146341463,50.0,无新闻/中性,10,74.56639566395664,1948,0.4640657084188911,0.1539518151055881,0.0961416187139092,1.601302507332501,0.0199181678224488
2026-08-29 14:53:00,2026-08-28,152.08,153.52,156.52,152.08,120910.0,5.47,463681592.08,300191,2.93,1.43,2.16,0.1358390056229654,0.3143835616438357,0.2126382306477094,-0.1651076789210354,0.0142706131078222,0.5232910084823088,0.1419730127795051,0.2604614247790033,0.0092798481343757,973981960.0,0.1254260418765914,19.95470865282223,642435624.504,69.38235618274605,0.0479108743980292,0.0375485763424894,0.0509938211866299,-0.0033757465593351,0.3243243243243239,0.3243243243243239,0.675675675675676,0.0,1.000245584190735,0.0123991710376113,,0.0484596886703704,76.82926829268293,85.60975609756098,59.02439024390244,36.707317073170735,100.0,关键词新闻评分,7,69.94579945799458,1952,0.4697745901639344,0.1182190805568025,0.0767041854688079,1.5412337649407255,0.0148658119417887
