symbol,date,industry,market_cap,pe_ttm,pb,source
601208,2026-09-05,其他塑料制品,46600000000.0,114.54,7.56,tencent.quote+sina.sw_industry
603011,2026-09-05,机械设备,11965000000.0,-40.9,6.44,tencent.quote+sina.sw_industry
603026,2026-09-05,化工,14104000000.0,27.02,2.61,tencent.quote+sina.sw_industry
603200,2026-09-05,环保工程及服务,7212000000.0,-300.09,6.64,tencent.quote+sina.sw_industry
603318,2026-09-05,其它专用机械,5181000000.0,229.49,2.7,tencent.quote+sina.sw_industry
603466,2026-09-05,装修装饰,7370000000.0,126.22,3.48,tencent.quote+sina.sw_industry
603533,2026-09-05,移动互联网服务,10534000000.0,-158.51,4.63,tencent.quote+sina.sw_industry
603613,2026-09-05,互联网信息服务,14901000000.0,11.22,1.52,tencent.quote+sina.sw_industry
603650,2026-09-05,其他化学制品,35215000000.0,58.63,8.39,tencent.quote+sina.sw_industry
603893,2026-09-05,集成电路,79974000000.0,58.47,16.25,tencent.quote+sina.sw_industry
603929,2026-09-05,建筑装饰,32058999999.999996,26.24,13.43,tencent.quote+sina.sw_industry
603936,2026-09-05,印制电路板,10313000000.0,-124.89,2.42,tencent.quote+sina.sw_industry
605277,2026-09-05,线缆部件及其他,6594000000.0,26.34,3.74,tencent.quote+sina.sw_industry
688008,2026-09-05,集成电路,229094999999.99997,74.53,10.76,tencent.quote+sina.sw_industry
688017,2026-09-05,机械基础件,51296000000.0,363.65,14.38,tencent.quote+sina.sw_industry
688019,2026-09-05,半导体材料,48526000000.0,51.64,9.94,tencent.quote+sina.sw_industry
688031,2026-09-05,软件开发,12826000000.0,-59.64,17.11,tencent.quote+sina.sw_industry
688146,2026-09-05,,120198000000.0,233.13,20.01,tencent.quote
688152,2026-09-05,,3704999999.9999995,-73.93,3.04,tencent.quote
688158,2026-09-05,IT服务,13747000000.0,-277.29,5.59,tencent.quote+sina.sw_industry
688207,2026-09-05,集成电路,4454000000.0,-22.1,1.8,tencent.quote+sina.sw_industry
688257,2026-09-05,金属新材料,18158000000.0,26.3,6.33,tencent.quote+sina.sw_industry
688379,2026-09-05,金属制品,5366000000.0,34.27,3.75,tencent.quote+sina.sw_industry
688531,2026-09-05,其它专用机械,21595000000.0,97.6,6.3,tencent.quote+sina.sw_industry
688598,2026-09-05,非金属新材料,6598999999.999999,-5.26,1.73,tencent.quote+sina.sw_industry
688667,2026-09-05,汽车零部件,4664000000.0,29.65,2.57,tencent.quote+sina.sw_industry
688702,2026-09-05,通信传输设备,133168000000.0,-925.93,59.17,tencent.quote+sina.sw_industry
688825,2026-09-05,集成电路,3720049000000.0,45.47,18.5,tencent.quote+sina.sw_industry
