symbol,date,industry,market_cap,pe_ttm,pb,source
002281,2026-08-29,通信传输设备,143723000000.0,124.31,9.94,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002353,2026-08-29,冶金矿采化工设备,134043000000.0,50.87,5.76,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002384,2026-08-29,印制电路板,358299000000.0,99.95,14.7,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002407,2026-08-29,氟化工及制冷剂,43975000000.0,65.31,5.06,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002512,2026-08-29,计算机,4509000000.0,-38.89,14.0,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002517,2026-08-29,移动互联网服务,35465000000.0,14.89,3.38,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002552,2026-08-29,机械基础件,20637000000.0,86.63,12.6,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002579,2026-08-29,印制电路板,8809000000.0,-109.07,3.83,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002655,2026-08-29,电子系统组装,13935000000.0,310.33,15.92,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002739,2026-08-29,影视动漫,17697000000.0,-100.14,2.46,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002747,2026-08-29,其它通用机械,30476000000.0,152.67,9.3,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002832,2026-08-29,其他服装,13965000000.0,22.27,2.57,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002851,2026-08-29,电气设备,73682000000.0,328.6,8.07,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002957,2026-08-29,其它专用机械,17135000000.0,55.03,5.18,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
002975,2026-08-29,其它专用机械,21412000000.0,72.06,8.67,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
003001,2026-08-29,其他专业工程,2781000000.0,-103.67,2.4,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300189,2026-08-29,种子生产,6779000000.000001,62.76,9.89,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300191,2026-08-29,油气钻采服务,12170000000.0,64.43,9.9,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300209,2026-08-29,软件开发,31137000000.0,-426.27,33.14,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300285,2026-08-29,无机盐,68697000000.0,107.11,9.44,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300328,2026-08-29,铝,12283000000.0,-236.73,11.88,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300476,2026-08-29,印制电路板,237441000000.0,47.25,6.26,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300622,2026-08-29,专业连锁,4731000000.0,26.94,5.1,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300666,2026-08-29,半导体材料,66183000000.00001,84.14,9.08,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300726,2026-08-29,被动元件,21720000000.0,51.2,4.41,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300776,2026-08-29,其它专用机械,32060000000.000004,64.33,6.5,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300863,2026-08-29,汽车零部件,10867000000.0,78.76,7.49,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
300996,2026-08-29,软件开发,5494000000.0,80.39,4.28,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
301021,2026-08-29,其他电子,12084000000.0,161.14,11.49,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
301133,2026-08-29,汽车零部件,3731000000.0,-56.49,2.8,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
301191,2026-08-29,终端设备,8531999999.999999,109.59,5.0,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
301217,2026-08-29,铜,94831000000.0,390.93,16.9,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
301291,2026-08-29,,10685000000.0,28.95,2.1,tencent.quote
513050,2026-08-29,,37127000000.0,,0.0,tencent.quote
561380,2026-08-29,,4781000000.0,,0.0,tencent.quote
561760,2026-08-29,,216000000.0,,0.0,tencent.quote
562590,2026-08-29,,9261000000.0,,0.0,tencent.quote
600110,2026-08-29,其他电子,18983000000.0,-154.12,3.16,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600166,2026-08-29,商用载货车,23831000000.0,15.97,1.5,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600172,2026-08-29,磨具磨料,20796000000.0,-23.82,61.54,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600176,2026-08-29,玻纤,172936000000.0,38.16,5.22,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600188,2026-08-29,煤炭开采,231048000000.0,20.39,3.01,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600498,2026-08-29,通信传输设备,55929000000.0,163.5,3.18,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
600645,2026-08-29,生物制品,9195000000.0,78.52,2.46,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
601058,2026-08-29,轮胎,47316000000.0,13.36,2.17,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
601118,2026-08-29,其他种植业,28544000000.0,-496.73,3.0,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
601133,2026-08-29,,13587000000.0,65.42,4.45,tencent.quote
601208,2026-08-29,其他塑料制品,51802000000.0,127.33,8.4,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603011,2026-08-29,机械设备,13671000000.0,-46.73,7.36,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603026,2026-08-29,化工,14797000000.0,28.35,2.74,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603318,2026-08-29,其它专用机械,5425000000.0,240.3,2.83,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603466,2026-08-29,装修装饰,6631999999.999999,113.59,3.13,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603533,2026-08-29,移动互联网服务,9015000000.0,-135.66,3.96,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603613,2026-08-29,互联网信息服务,13308000000.000002,10.03,1.42,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603650,2026-08-29,其他化学制品,38418000000.0,63.96,9.15,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603893,2026-08-29,集成电路,74854000000.0,54.72,15.21,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603929,2026-08-29,建筑装饰,35136000000.0,28.76,14.72,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
603936,2026-08-29,印制电路板,11700000000.0,-141.69,2.75,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688008,2026-08-29,集成电路,259975000000.0,84.58,12.9,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688017,2026-08-29,机械基础件,53532000000.00001,379.5,15.0,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688019,2026-08-29,半导体材料,55536000000.0,59.1,11.38,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688031,2026-08-29,软件开发,12144000000.0,-56.47,16.2,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688146,2026-08-29,,131876000000.0,255.78,21.95,tencent.quote
688158,2026-08-29,IT服务,13797999999.999998,-278.31,5.61,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688207,2026-08-29,集成电路,4483000000.0,-22.25,1.82,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688257,2026-08-29,金属新材料,20090000000.0,29.1,7.0,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688531,2026-08-29,其它专用机械,22388000000.0,101.18,6.53,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688598,2026-08-29,非金属新材料,7390000000.000001,-5.89,1.94,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688667,2026-08-29,汽车零部件,4653000000.0,29.58,2.56,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688702,2026-08-29,通信传输设备,149691000000.0,-1040.81,66.52,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
688825,2026-08-29,集成电路,3978008000000.0,48.62,19.79,tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote+sina.sw_industry+tencent.quote
